joint 1,2,3,4,5,6,7,8,,,,,,,,,
0.036184928,-0.073417457,-0.142431134,-0.083119644,-0.114601681,-0.043511332,-0.161556938,0.027571123,,,,,,,,,
0.028317461,-0.073402918,-0.370363593,-0.083119644,-0.217025669,-0.043091599,-0.352142277,0.086259758,,,,,,,,,
0.123738111,-0.073417321,-0.627581231,-0.083119644,-0.294822464,-0.042709297,-0.48364733,0.126301486,,,,,,,,,
0.419193439,-0.073378717,-0.761865475,-0.083120294,-0.257591684,-0.042356528,-0.501919062,0.246016649,,,,,,,,,
0.710218372,-0.073491143,-0.761865475,-0.145220687,-0.196536311,-0.158400501,-0.565349299,0.386567918,,,,,,,,,
0.704833523,-0.073452148,-0.754431147,-0.271792803,-0.187455587,-0.398477865,-0.713225829,0.514325955,,,,,,,,,
0.701502967,-0.073403338,-0.750514961,-0.434438436,-0.01503235,-0.626174748,-0.705073391,0.721081314,,,,,,,,,
0.7023993,-0.073326251,-0.750514961,-0.548365947,0.246003735,-0.740375004,-0.698488512,0.923078864,,,,,,,,,
0.700732987,-0.073287426,-0.750514961,-0.597553604,0.456670016,-0.853329033,-0.707496413,1.023681174,,,,,,,,,
0.702369242,-0.073132089,-0.750514961,-0.660239636,0.570723909,-1.045438924,-0.698465738,1.068399096,,,,,,,,,
0.702265929,-0.073022258,-0.750514961,-0.768032826,0.586412205,-1.212287526,-0.701544199,1.095728323,,,,,,,,,
0.702263599,-0.072915512,-0.750514961,-0.849331542,0.495284841,-1.32392402,-0.708566484,1.07799913,,,,,,,,,
0.702940091,-0.072822028,-0.750514961,-0.876735821,0.277700628,-1.40050352,-0.699366836,1.044975092,,,,,,,,,
0.686434614,0.026500424,-0.755910503,-0.909731428,0.093891228,-1.422730831,-0.761020844,0.995263574,,,,,,,,,
0.699333817,0.059446932,-0.660526141,-0.891858194,-0.041417295,-1.377620825,-0.762114968,1.049059959,,,,,,,,,
0.698596742,0.099235551,-0.560266787,-0.820801167,-0.231556967,-1.275381958,-0.763973319,1.113720499,,,,,,,,,
0.708463092,0.112130206,-0.476046816,-0.743443543,-0.3786628,-1.228375457,-0.765936153,1.162225249,,,,,,,,,
0.702385624,0.150195769,-0.40725758,-0.711510734,-0.477227607,-1.173495827,-0.76821378,1.139388497,,,,,,,,,
0.699640453,0.186633205,-0.320279391,-0.697559399,-0.519427915,-1.118054238,-0.771645111,1.072153088,,,,,,,,,
0.698714485,0.191706148,-0.241472367,-0.667519566,-0.539406392,-1.064241772,-0.77392668,1.025914359,,,,,,,,,
0.69839327,0.200504631,-0.182016621,-0.63405054,-0.549860729,-1.015846325,-0.775308592,1.008904895,,,,,,,,,
0.69826152,0.209316993,-0.117950239,-0.608931859,-0.533290959,-0.96729589,-0.775769828,1.000692263,,,,,,,,,
0.698177949,0.2093655,-0.044401153,-0.590194762,-0.458007014,-0.926087607,-0.769073666,0.998711886,,,,,,,,,
0.698153733,0.209357624,0.046884189,-0.586458991,-0.341588247,-0.912935342,-0.723186411,1.002736198,,,,,,,,,
0.700778882,0.209027441,0.116667014,-0.600754626,-0.26212102,-0.906745732,-0.655752933,1.001545408,,,,,,,,,
0.699214282,0.20899067,0.17369851,-0.639726318,-0.185020805,-0.900358914,-0.596519933,0.990218768,,,,,,,,,
0.698759516,0.208602622,0.249306773,-0.635598327,-0.086629167,-0.84596696,-0.60148344,1.015339737,,,,,,,,,
0.698411785,0.208745973,0.367664659,-0.630363117,0.083974693,-0.764644345,-0.695744921,1.075080252,,,,,,,,,
0.698777461,0.209700347,0.494759523,-0.578411419,0.258355726,-0.742133204,-0.699224942,1.071574891,,,,,,,,,
0.698830047,0.209246417,0.646334015,-0.510795637,0.514076622,-0.740082853,-0.682917308,1.088335462,,,,,,,,,
0.594484377,0.20920368,0.657619941,-0.534125383,0.661928598,-0.803185278,-0.729674205,1.081185854,,,,,,,,,
0.537757416,0.20885819,0.617864141,-0.559847702,0.708157314,-0.864933065,-0.7033571,1.080677357,,,,,,,,,
0.501620605,0.300426554,0.501536863,-0.543597325,0.578320158,-0.896202922,-0.664996908,1.006854238,,,,,,,,,
0.423483826,0.416018601,0.294173077,-0.533436743,0.31203733,-0.906205882,-0.720736068,0.896722809,,,,,,,,,
0.35955054,0.468799013,0.049901166,-0.556322026,0.106633383,-0.877913681,-0.705428755,0.762130753,,,,,,,,,
